"","Id","Brottskod","Brottskod.klartext","Inskrivningsdatum","Brottsdatum","Kommun","Län","DeSO.område","Antal"
"774",4921565,1615,"Övriga brott mot 16 kap. BrB","2023-09-30","2023-09-30","Malmö","Skåne Län","1280C2030",1
"775",4923615,1615,"Övriga brott mot 16 kap. BrB","2023-10-04","2023-10-04","Malmö","Skåne Län","1280C2920",1
"776",4933249,1615,"Övriga brott mot 16 kap. BrB","2023-10-16","2023-10-14","Nyköping","Södermanlands Län","0480C1110",1
"777",4937704,1615,"Övriga brott mot 16 kap. BrB","2023-09-30","2023-09-30","Nacka","Stockholms Län","0182C1410",1
"778",4939605,1615,"Övriga brott mot 16 kap. BrB","2023-10-07","2023-10-07","Malmö","Skåne Län","1280C2920",1
"779",4947384,1615,"Övriga brott mot 16 kap. BrB","2023-09-26","2023-09-26","Södertälje","Stockholms Län","0181C1040",1
"780",4950723,1615,"Övriga brott mot 16 kap. BrB","2023-09-30","2023-09-30","Nacka","Stockholms Län","0182C1410",1
"781",4951501,1615,"Övriga brott mot 16 kap. BrB","2023-09-22","2023-09-22","Borlänge","Dalarnas Län","2081C1210",1
"782",4961154,1615,"Övriga brott mot 16 kap. BrB","2023-09-30","2023-09-30","Malmö","Skåne Län","1280C2030",1
"783",4962514,1615,"Övriga brott mot 16 kap. BrB","2023-10-07","2023-10-07","Malmö","Skåne Län","1280C2920",1
"784",4963079,1615,"Övriga brott mot 16 kap. BrB","2023-10-14","2023-10-14","Stockholm","Stockholms Län","0180C2390",1
"785",4966357,1615,"Övriga brott mot 16 kap. BrB","2023-09-30","2023-09-30","Malmö","Skåne Län","1280C2030",1
"786",4967257,1615,"Övriga brott mot 16 kap. BrB","2023-09-30","2023-09-30","Nacka","Stockholms Län","0182C1410",1
"787",4968463,1615,"Övriga brott mot 16 kap. BrB","2023-09-25","2023-09-25","Södertälje","Stockholms Län","0181C1040",1
"788",4970468,1615,"Övriga brott mot 16 kap. BrB","2023-10-06","2023-10-06","Malmö","Skåne Län","1280C2920",1
"789",4971964,1615,"Övriga brott mot 16 kap. BrB","2023-10-06","2023-10-06","Malmö","Skåne Län","1280C2920",1
"790",4974579,1615,"Övriga brott mot 16 kap. BrB","2023-10-22","2023-10-22","Stockholm","Stockholms Län","0180C2390",1
"791",4976287,1615,"Övriga brott mot 16 kap. BrB","2023-10-04","2023-10-04","Malmö","Skåne Län","1280C2920",1
"792",4986411,1615,"Övriga brott mot 16 kap. BrB","2023-10-14","2023-10-14","Stockholm","Stockholms Län","0180C2390",1
"793",4990631,1615,"Övriga brott mot 16 kap. BrB","2023-10-30","2023-10-30","Uppsala","Uppsala Län","0380C1580",1
"794",5005042,1615,"Övriga brott mot 16 kap. BrB","2023-12-01","2023-11-30","Uppsala","Uppsala Län","0380C1450",1
"795",5009166,1615,"Övriga brott mot 16 kap. BrB","2023-11-06","2023-11-06","Göteborg","Västra Götalands Län","1480C2260",1
"796",5011402,1615,"Övriga brott mot 16 kap. BrB","2023-11-20","2023-11-20","Malmö","Skåne Län","1280C2140",1
"797",5019486,1615,"Övriga brott mot 16 kap. BrB","2023-11-25","2023-11-25","Växjö","Kronobergs Län","0780C1090",1
"798",5021661,1615,"Övriga brott mot 16 kap. BrB","2023-11-09","2023-11-09","Göteborg","Västra Götalands Län","1480C2460",1
"799",5025494,1615,"Övriga brott mot 16 kap. BrB","2023-12-07","2023-12-07","Karlstad","Värmlands Län","1780C1140",1
"800",5028890,1615,"Övriga brott mot 16 kap. BrB","2023-11-25","2023-11-25","Örnsköldsvik","Västernorrlands Län","2284C1100",1
"801",5044285,1615,"Övriga brott mot 16 kap. BrB","2023-11-25","2023-11-25","Borås","Västra Götalands Län","1490C1520",1
"802",5049790,1615,"Övriga brott mot 16 kap. BrB","2023-12-01","2023-11-30","Uppsala","Uppsala Län","0380C1450",1
"803",5062446,1615,"Övriga brott mot 16 kap. BrB","2023-11-04","2023-11-04","Värnamo","Jönköpings Län","0683C1120",1
"804",5062572,1615,"Övriga brott mot 16 kap. BrB","2023-12-01","2023-11-30","Uppsala","Uppsala Län","0380C1450",1
"805",5071378,1615,"Övriga brott mot 16 kap. BrB","2023-12-01","2023-11-30","Uppsala","Uppsala Län","0380C1450",1
"806",5082888,1615,"Övriga brott mot 16 kap. BrB","2023-12-14","2023-12-06","Stockholm","Stockholms Län","0180C3900",1
"807",5082889,1615,"Övriga brott mot 16 kap. BrB","2023-12-14","2023-12-13","Stockholm","Stockholms Län","0180C3900",1
"808",5082890,1615,"Övriga brott mot 16 kap. BrB","2023-12-14","2023-10-04","Stockholm","Stockholms Län","0180C3900",1
"809",5115137,1615,"Övriga brott mot 16 kap. BrB","2023-12-09","2023-12-09","Linköping","Östergötlands Län","0580C1490",1
