"","Id","Brottskod","Brottskod.klartext","Inskrivningsdatum","Brottsdatum","Kommun","Län","DeSO.område","Antal"
"624",1945587,1311,"Sabotage mot blåljusverksamhet inkl. grovt","2020-10-29","2020-10-29","","Skåne Län","",1
"625",1946187,1311,"Sabotage mot blåljusverksamhet inkl. grovt","2020-10-24","2020-10-24","Malmö","Skåne Län","",1
"626",1946737,1311,"Sabotage mot blåljusverksamhet inkl. grovt","2020-11-14","2020-11-14","Stockholm","Stockholms Län","0180C6210",1
"627",1947870,1311,"Sabotage mot blåljusverksamhet inkl. grovt","2020-11-05","2020-11-05","Stockholm","Stockholms Län","0180C1190",1
"628",1948265,1311,"Sabotage mot blåljusverksamhet inkl. grovt","2020-11-12","2020-11-02","Malmö","Skåne Län","1280C1890",1
"629",1949194,1311,"Sabotage mot blåljusverksamhet inkl. grovt","2020-11-15","2020-11-15","Stockholm","Stockholms Län","0180C3430",1
"630",1949647,1311,"Sabotage mot blåljusverksamhet inkl. grovt","2020-11-06","2020-11-06","Stockholm","Stockholms Län","0180C6240",1
"631",1949856,1311,"Sabotage mot blåljusverksamhet inkl. grovt","2020-10-31","2020-10-30","Malmö","Skåne Län","1280C1760",1
"632",1949860,1311,"Sabotage mot blåljusverksamhet inkl. grovt","2020-10-31","2020-10-30","Malmö","Skåne Län","",1
"633",1949986,1311,"Sabotage mot blåljusverksamhet inkl. grovt","2020-11-03","2020-11-03","Helsingborg","Skåne Län","1283C1570",1
"634",1950584,1311,"Sabotage mot blåljusverksamhet inkl. grovt","2020-11-02","2020-11-02","","","",1
"635",1951260,1311,"Sabotage mot blåljusverksamhet inkl. grovt","2020-10-31","2020-10-31","","","",1
"636",1952349,1311,"Sabotage mot blåljusverksamhet inkl. grovt","2020-11-02","2020-11-02","","Skåne Län","",1
"637",1952881,1311,"Sabotage mot blåljusverksamhet inkl. grovt","2020-11-02","2020-11-02","Malmö","Skåne Län","1280C1980",1
"638",1955758,1311,"Sabotage mot blåljusverksamhet inkl. grovt","2020-11-03","2020-10-23","Malmö","Skåne Län","1280C1830",1
"639",1955784,1311,"Sabotage mot blåljusverksamhet inkl. grovt","2020-11-07","2020-11-07","Halmstad","Hallands Län","1380C1070",1
"640",1956888,1311,"Sabotage mot blåljusverksamhet inkl. grovt","2020-11-03","2020-10-23","Malmö","Skåne Län","1280C1890",1
"641",1957371,1311,"Sabotage mot blåljusverksamhet inkl. grovt","2020-10-20","2020-10-20","Gävle","Gävleborgs Län","2180C1230",1
"642",1957578,1311,"Sabotage mot blåljusverksamhet inkl. grovt","2020-10-23","2020-10-23","Malmö","Skåne Län","1280C1830",1
"643",1958096,1311,"Sabotage mot blåljusverksamhet inkl. grovt","2020-10-23","2020-10-23","Malmö","Skåne Län","1280C1830",1
"644",1958151,1311,"Sabotage mot blåljusverksamhet inkl. grovt","2020-11-06","2020-11-06","","","",1
"645",1958464,1311,"Sabotage mot blåljusverksamhet inkl. grovt","2020-10-31","2020-10-31","Malmö","Skåne Län","1280C1830",1
"646",1958790,1311,"Sabotage mot blåljusverksamhet inkl. grovt","2020-10-25","2020-10-25","Malmö","Skåne Län","1280C1880",1
"647",1960294,1311,"Sabotage mot blåljusverksamhet inkl. grovt","2020-10-30","2020-10-30","Malmö","Skåne Län","",1
"648",1960947,1311,"Sabotage mot blåljusverksamhet inkl. grovt","2020-10-23","2020-10-23","Malmö","Skåne Län","1280C2670",1
"649",1961892,1311,"Sabotage mot blåljusverksamhet inkl. grovt","2020-10-30","2020-10-30","Malmö","Skåne Län","1280C1980",1
"650",1962583,1311,"Sabotage mot blåljusverksamhet inkl. grovt","2020-10-25","2020-10-25","Täby","Stockholms Län","0160C1090",1
"651",1963160,1311,"Sabotage mot blåljusverksamhet inkl. grovt","2020-11-03","2020-11-03","Malmö","Skåne Län","",1
"652",1963168,1311,"Sabotage mot blåljusverksamhet inkl. grovt","2020-11-03","2020-10-23","Malmö","Skåne Län","1280C1720",1
"653",1965410,1311,"Sabotage mot blåljusverksamhet inkl. grovt","2020-10-27","2020-10-27","Malmö","Skåne Län","1280C1760",1
"654",1966039,1311,"Sabotage mot blåljusverksamhet inkl. grovt","2020-11-15","2020-11-15","Stockholm","Stockholms Län","0180C3800",1
"655",1966316,1311,"Sabotage mot blåljusverksamhet inkl. grovt","2020-10-21","2020-10-21","Malmö","Skåne Län","",1
"656",1966317,1311,"Sabotage mot blåljusverksamhet inkl. grovt","2020-10-21","2020-10-21","Malmö","Skåne Län","",1
"657",1966912,1311,"Sabotage mot blåljusverksamhet inkl. grovt","2020-11-03","2020-11-03","Malmö","Skåne Län","1280C2540",1
"658",1967456,1311,"Sabotage mot blåljusverksamhet inkl. grovt","2020-11-17","2020-11-17","Malmö","Skåne Län","1280C2020",1
"659",1968541,1311,"Sabotage mot blåljusverksamhet inkl. grovt","2020-10-31","2020-10-30","Malmö","Skåne Län","",1
"660",1969604,1311,"Sabotage mot blåljusverksamhet inkl. grovt","2020-10-29","2020-10-29","Malmö","Skåne Län","",1
"661",1971520,1311,"Sabotage mot blåljusverksamhet inkl. grovt","2020-11-02","2020-11-02","Malmö","Skåne Län","1280C2920",1
"662",1972143,1311,"Sabotage mot blåljusverksamhet inkl. grovt","2020-10-09","2020-10-09","Härryda","Västra Götalands Län","1401C1090",1
"663",1972194,1311,"Sabotage mot blåljusverksamhet inkl. grovt","2020-11-10","2020-11-10","Malmö","Skåne Län","1280C1890",1
"664",1976356,1311,"Sabotage mot blåljusverksamhet inkl. grovt","2020-11-18","2020-09-30","Malmö","Skåne Län","1280C1830",1
"665",1976939,1311,"Sabotage mot blåljusverksamhet inkl. grovt","2020-10-25","2020-10-25","Malmö","Skåne Län","",1
"666",1977287,1311,"Sabotage mot blåljusverksamhet inkl. grovt","2020-11-02","2020-11-02","Norrköping","Östergötlands Län","0581C1380",1
"667",1977894,1311,"Sabotage mot blåljusverksamhet inkl. grovt","2020-11-04","2020-11-04","Malmö","Skåne Län","1280C1880",1
"668",1977952,1311,"Sabotage mot blåljusverksamhet inkl. grovt","2020-11-03","2020-06-07","Göteborg","Västra Götalands Län","1480C1710",1
"669",1978292,1311,"Sabotage mot blåljusverksamhet inkl. grovt","2020-10-30","2020-10-30","Västerås","Västmanlands Län","1980C1130",1
"670",1979518,1311,"Sabotage mot blåljusverksamhet inkl. grovt","2020-10-23","2020-10-23","Malmö","Skåne Län","1280C2280",1
"671",1981265,1311,"Sabotage mot blåljusverksamhet inkl. grovt","2020-10-30","2020-10-30","Uppsala","Uppsala Län","0380C2100",1
"672",1982451,1311,"Sabotage mot blåljusverksamhet inkl. grovt","2020-11-12","2020-06-07","Göteborg","Västra Götalands Län","1480C1710",1
"673",1984291,1311,"Sabotage mot blåljusverksamhet inkl. grovt","2020-11-06","2020-11-06","Tyresö","Stockholms Län","0138C1120",1
"674",1984340,1311,"Sabotage mot blåljusverksamhet inkl. grovt","2020-10-23","2020-10-23","Malmö","Skåne Län","1280C1760",1
"675",1984918,1311,"Sabotage mot blåljusverksamhet inkl. grovt","2020-10-12","2020-10-12","Sala","Västmanlands Län","1981A0010",1
"676",1985075,1311,"Sabotage mot blåljusverksamhet inkl. grovt","2020-11-02","2020-11-02","","Skåne Län","",1
"677",1985153,1311,"Sabotage mot blåljusverksamhet inkl. grovt","2020-10-24","2020-10-23","Malmö","Skåne Län","",1
"678",1986940,1311,"Sabotage mot blåljusverksamhet inkl. grovt","2020-10-20","2020-10-20","Malmö","Skåne Län","1280C1830",1
"679",1988933,1311,"Sabotage mot blåljusverksamhet inkl. grovt","2020-10-30","2020-10-30","Malmö","Skåne Län","1280C1980",1
"680",1989616,1311,"Sabotage mot blåljusverksamhet inkl. grovt","2020-10-23","2020-10-23","Malmö","Skåne Län","",1
